Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
03-06-2005,14.86,16.95,14.2,16.01,16.202754778,349284,727,5659363,349284,100,2.75,1.15
02-06-2005,14.5,14.69,14.09,14.14,14.315959349,45854,125,656444,45854,100,0.6,-0.36
01-06-2005,14.5,14.75,14.25,14.59,14.546248081,66446,154,966540,66446,100,0.5,0.09
31-05-2005,14.9,14.9,14.05,14.35,14.438103144,57822,159,834840,57822,100,0.85,-0.55
30-05-2005,15.3,15.3,14.2,14.29,14.629885711,56261,192,823092,56261,100,1.1,-1.01
27-05-2005,15.2,15.71,14.7,14.92,15.196537021,103899,284,1578905,103899,100,1.01,-0.28
26-05-2005,15.4,15.8,15,15.6,15.515368018,119111,468,1848051,88961,74.69,0.8,0.2
25-05-2005,16.2,16.49,15.25,15.4,15.877814037,265988,793,4223308,182449,68.59,1.24,-0.8
24-05-2005,16.1,16.3,15.15,15.45,15.540744642,201278,524,3128010,164344,81.65,1.15,-0.65
23-05-2005,16.48,16.9,16.1,16.25,16.382749975,228533,667,3743999,171226,74.92,0.8,-0.23
20-05-2005,17.25,17.25,16.02,16.32,16.565985603,357578,1069,5923632,260503,72.85,1.23,-0.93
19-05-2005,16.95,18,16.5,16.98,17.136406006,1150052,2777,19707758,734781,63.89,1.5,0.03
18-05-2005,15.85,16.25,14.8,15.63,15.746694054,380224,852,5987271,287588,75.64,1.45,-0.22
17-05-2005,13.5,16.7,13.5,15.45,15.724328763,853611,1763,13422460,559568,65.55,3.2,1.95
16-05-2005,13.95,14.95,13.94,14.47,14.452748478,279864,559,4044804,248763,88.89,1.01,0.52
13-05-2005,13.65,13.75,13.2,13.34,13.546111091,112988,212,1530548,99728,88.26,0.55,-0.31
12-05-2005,13.95,14.69,13.3,13.35,13.723462144,260590,260,3576197,224660,86.21,1.39,-0.6
11-05-2005,13.49,13.8,13.2,13.46,13.478295141,123060,188,1658639,118664,96.43,0.6,-0.03
10-05-2005,13.28,13.6,13.21,13.26,13.410713243,68476,131,918312,63176,92.26,0.39,-0.02
09-05-2005,13.6,13.97,13.13,13.27,13.449423341,118701,173,1596460,87756,73.93,0.84,-0.33
06-05-2005,13.58,13.95,13.51,13.62,13.750436626,58975,117,810932,51425,87.2,0.44,0.04
05-05-2005,13.75,14.5,13.75,14.22,14.212955916,219421,451,3118621,186376,84.94,0.75,0.47
04-05-2005,12.17,13.8,12.17,13.55,13.230177178,84322,156,1115595,76958,91.27,1.63,1.38
03-05-2005,13.55,13.55,12.91,12.95,13.031790917,46680,97,608324,44355,95.02,0.64,-0.6
02-05-2005,13.6,13.7,12.91,13.02,13.171948819,60960,146,802962,46260,75.89,0.79,-0.58
29-04-2005,14,14,13,13.03,13.339126151,73079,169,974810,49280,67.43,1,-0.97
28-04-2005,12.9,13.99,12.9,13.75,13.458580432,75206,218,1012166,62660,83.32,1.09,0.85
27-04-2005,13.03,13.27,12.9,13.01,13.021238504,40775,103,530941,35400,86.82,0.37,-0.02
26-04-2005,13.99,14,13.01,13.25,13.335557436,52006,119,693529,46755,89.9,0.99,-0.74
25-04-2005,13.95,14.1,13.5,13.78,13.874753086,64800,163,899084,52650,81.25,0.6,-0.17
22-04-2005,13.7,14,13.4,13.56,13.757375504,95485,241,1313623,80102,83.89,0.6,-0.14
21-04-2005,12.25,13.75,11.9,13.56,13.157151402,73566,239,967919,63099,85.77,1.85,1.31
20-04-2005,13.9,13.9,12,12.19,12.354091967,47691,134,589179,34764,72.89,1.9,-1.71
19-04-2005,12.7,12.9,12.31,12.43,12.535408922,53800,119,674405,50000,92.94,0.59,-0.27
18-04-2005,12.5,12.9,12.5,12.54,12.652491928,45527,99,576030,42052,92.37,0.4,0.04
15-04-2005,13,13.2,12.53,12.75,12.793751261,64461,151,824698,50420,78.22,0.67,-0.25
13-04-2005,13.19,13.23,12.9,13.06,13.044830918,36225,86,472549,32650,90.13,0.33,-0.13
12-04-2005,12.8,13.1,12.5,12.91,12.751564577,66951,139,853730,57758,86.27,0.6,0.11
11-04-2005,13.3,13.5,12.5,12.61,12.857230018,45892,121,590044,42042,91.61,1,-0.69
08-04-2005,13.5,13.9,13,13.22,13.414396555,46914,147,629323,38713,82.52,0.9,-0.28
07-04-2005,13.5,13.7,13.06,13.22,13.399044695,58620,127,785452,58620,100,0.64,-0.28
06-04-2005,13.48,13.74,13,13.2,13.205234431,126967,164,1676629,126967,100,0.74,-0.28
05-04-2005,13.2,13.49,12.6,13.04,13.034236108,79828,112,1040497,79828,100,0.89,-0.16
04-04-2005,13.5,13.9,13.1,13.2,13.452400143,75683,153,1018118,75683,100,0.8,-0.3
01-04-2005,13.25,14.09,13.15,13.6,13.626020546,70183,150,956315,70183,100,0.94,0.35
31-03-2005,12.1,13.3,11.9,13.09,12.977971377,54293,144,704613,54293,100,1.4,0.99
30-03-2005,11.85,13,11.8,12.79,12.522665120,72402,112,906666,72402,100,1.2,0.94
29-03-2005,12.45,13.25,11.6,11.8,12.092079498,126141,215,1525307,126141,100,1.65,-0.65
28-03-2005,13.95,14.05,12.25,12.49,12.994470623,94224,182,1224391,94224,100,1.8,-1.46
24-03-2005,13.4,14.2,12.8,13.18,13.428917171,95860,184,1287296,95860,100,1.4,-0.22
23-03-2005,13.55,14.45,13,13.61,13.783607102,96371,155,1328340,96371,100,1.45,0.06
22-03-2005,15,15,13.65,13.75,14.125529306,86434,182,1220926,86434,100,1.35,-1.25
21-03-2005,15.2,15.5,14.5,14.86,15.012610095,82315,195,1235763,82315,100,1,-0.34
18-03-2005,16.5,16.5,14.05,14.83,14.931646376,207158,383,3093210,207158,100,2.45,-1.67
17-03-2005,17.09,17.5,15.4,15.59,16.432871399,411963,838,6769735,411963,100,2.1,-1.5
16-03-2005,14.25,17.2,14.25,16.89,16.168955729,663736,1479,10731918,663736,100,2.95,2.64
15-03-2005,14,14.6,13.6,14.51,14.090273308,104095,201,1466727,104095,100,1,0.51
14-03-2005,14,14.48,13.55,13.78,14.031878399,54802,139,768975,54802,100,0.93,-0.22
11-03-2005,14.5,14.5,13.75,13.9,14.035953971,62135,267,872124,62135,100,0.75,-0.6
10-03-2005,14.15,14.7,13.91,14.06,14.284193720,97708,442,1395680,97708,100,0.79,-0.09
09-03-2005,14.75,14.75,13.5,13.78,14.015014538,88048,287,1233994,88048,100,1.25,-0.97
08-03-2005,15,15,14.05,14.33,14.460819579,87850,304,1270383,87850,100,0.95,-0.67
07-03-2005,14.65,14.9,14.05,14.65,14.653756416,98578,303,1444538,98578,100,0.85,0
04-03-2005,14.6,15,14.1,14.53,14.634839329,156375,665,2288523,156375,100,0.9,-0.07
03-03-2005,14.99,15,14.55,14.83,14.783574647,83225,357,1230363,83225,100,0.45,-0.16
02-03-2005,14.45,14.7,14.15,14.35,14.437222569,56095,216,809856,56095,100,0.55,-0.1
01-03-2005,14.5,15,14,14.14,14.506302665,72747,398,1055290,72747,100,1,-0.36
28-02-2005,15,15.6,14.3,14.76,14.856759165,79677,501,1183742,79677,100,1.3,-0.24
25-02-2005,15.85,15.85,14.5,14.73,14.910546189,133745,488,1994211,133745,100,1.35,-1.12
24-02-2005,15.7,16,15,15.08,15.375746127,165689,650,2547592,165689,100,1,-0.62
23-02-2005,15.75,15.95,15,15.32,15.399940850,135250,433,2082842,135250,100,0.95,-0.43
22-02-2005,16,16.35,15.5,15.91,15.962627669,129240,496,2063010,129240,100,0.85,-0.09
21-02-2005,17.5,18.4,15.76,15.86,16.293922576,174597,722,2844870,174597,100,2.64,-1.64
18-02-2005,16.2,16.8,15.8,16,16.237617225,239284,1049,3885402,239284,100,1,-0.2
17-02-2005,15.49,15.89,15,15.68,15.566690518,230595,1070,3589601,167646,72.7,0.89,0.19
16-02-2005,14.05,16,14,15.08,15.351127118,374007,1532,5741429,206105,55.11,2,1.03
15-02-2005,15,15.45,13,14.48,14.696150496,175633,827,2581129,122255,69.61,2.45,-0.52
14-02-2005,17.2,17.25,15.02,15.51,16.226181570,339506,1360,5508886,269960,79.52,2.23,-1.69
11-02-2005,16.51,17.45,16.51,16.71,17.032415002,728459,2209,12407416,521329,71.57,0.94,0.2
10-02-2005,17.4,17.78,16.43,16.68,16.995855605,1479830,4446,25150977,983060,66.43,1.35,-0.72
09-02-2005,15.6,17.17,15.5,17.08,16.682765864,1925127,5702,32116443,1436489,74.62,1.67,1.48
08-02-2005,13.89,14.65,13.65,14.31,14.223628065,309581,1064,4403365,267482,86.4,1,0.42
07-02-2005,12.5,14,12.5,13.67,13.539354044,316740,671,4288455,305605,96.48,1.5,1.17
04-02-2005,11.75,12.8,11.75,12.3,12.412445097,70807,250,878888,66956,94.56,1.05,0.55
03-02-2005,12.35,12.55,12.25,12.29,12.400524717,36210,172,449023,32485,89.71,0.3,-0.06
02-02-2005,12.49,12.68,12.25,12.55,12.502760385,29706,130,371407,28321,95.34,0.43,0.06
01-02-2005,12,12.69,12,12.23,12.35632933,32223,177,398158,27610,85.68,0.69,0.23
31-01-2005,12.5,12.7,12.2,12.3,12.357293366,29424,156,363601,27954,95,0.5,-0.2
28-01-2005,11.8,12.5,11.8,12.32,12.157516502,56356,225,685149,47243,83.83,0.7,0.52
27-01-2005,11.3,11.88,11.25,11.74,11.549934008,31822,168,367542,25940,81.52,0.63,0.44
25-01-2005,11.16,11.39,11,11.25,11.129489009,17515,86,194933,13665,78.02,0.39,0.09
24-01-2005,11.69,11.69,11.16,11.32,11.318142699,24401,141,276174,14800,60.65,0.53,-0.37
20-01-2005,11.3,11.98,11.3,11.62,11.599449538,117356,125,1361265,116556,99.32,0.68,0.32
19-01-2005,11.81,12.3,11.32,11.6,11.922590096,245072,188,2921893,222123,90.64,0.98,-0.21
18-01-2005,11.86,12.3,11.86,11.9,12.002085556,20618,104,247459,17875,86.7,0.44,0.04
17-01-2005,12,12.2,11.6,11.72,11.721493481,126550,134,1483355,121800,96.25,0.6,-0.28
14-01-2005,12.4,12.69,11.95,12.03,12.321225943,53934,246,664533,45325,84.04,0.74,-0.37
13-01-2005,12,12.5,11.5,12.16,12.155977324,76556,236,930613,54378,71.03,1,0.16
12-01-2005,13.25,13.48,11.85,12,12.638823957,115506,506,1459860,99226,85.91,1.63,-1.25
11-01-2005,13.6,13.6,12.95,13.02,13.277960526,67488,298,896103,58113,86.11,0.65,-0.58
10-01-2005,13.05,13.75,12.9,13.61,13.540917874,103500,329,1401485,91690,88.59,0.85,0.56
07-01-2005,13.45,13.89,13.15,13.39,13.413266849,109099,416,1463374,89120,81.69,0.74,-0.06
06-01-2005,13.4,14.25,13.25,13.4,13.667023108,110350,415,1508156,82289,74.57,1,0
05-01-2005,14.35,14.9,13.1,13.39,13.783112008,193155,650,2662277,139655,72.3,1.8,-0.96
04-01-2005,15.19,15.19,14.6,14.72,14.848590505,192161,671,2853320,159678,83.1,0.59,-0.47
03-01-2005,14.4,15.7,14,15.06,14.940492756,498746,1728,7451511,359961,72.17,1.7,0.66
31-12-2004,14,14.45,13.8,14.2,14.117068284,213636,686,3015914,170687,79.9,0.65,0.2
30-12-2004,14.8,14.85,13.2,13.6,13.882841872,196828,698,2732532,141481,71.88,1.65,-1.2
29-12-2004,14.25,15.2,13.9,14,14.366064907,365539,1610,5251357,233779,63.95,1.3,-0.25
28-12-2004,14.1,14.6,13.8,14,14.150533273,461021,1152,6523693,291030,63.13,0.8,-0.1
27-12-2004,13.85,14.1,13.55,14,13.958380956,207357,853,2894368,178263,85.97,0.55,0.15
24-12-2004,13.65,13.95,13.35,13.5,13.579722127,105228,418,1428967,75263,71.52,0.6,-0.15
23-12-2004,13.3,13.95,13.3,13.75,13.673086487,80428,340,1099699,60770,75.56,0.65,0.45
22-12-2004,13.8,13.85,13.25,13.45,13.494704815,85455,289,1153190,75455,88.3,0.6,-0.35
21-12-2004,14.15,14.15,13.5,13.6,13.73122413,132151,475,1814595,101025,76.45,0.65,-0.55
20-12-2004,14.1,14.2,13.5,13.65,13.809970973,86471,391,1194162,67464,78.02,0.7,-0.45
17-12-2004,14.5,14.5,13.6,13.75,13.958721923,176922,688,2469605,120974,68.38,0.9,-0.75
16-12-2004,13.5,14.7,13.3,14.1,14.154442383,677463,1597,9589111,392651,57.96,1.4,0.6
15-12-2004,13.8,13.85,13.25,13.3,13.512627259,126710,543,1712185,101895,80.42,0.6,-0.5
14-12-2004,14,14.15,13.05,13.4,13.724451128,167571,564,2299820,150695,89.93,1.1,-0.6
13-12-2004,13.95,14.15,13.7,13.95,14.005879261,142705,529,1998709,123815,86.76,0.45,0
10-12-2004,13.8,14.15,13.5,13.65,13.781056042,131472,532,1811823,107835,82.02,0.65,-0.15
09-12-2004,14.15,14.15,13.45,13.75,13.764916885,57150,313,786665,49525,86.66,0.7,-0.4
08-12-2004,14.1,14.4,13.55,13.7,13.971726708,120750,561,1687086,105390,87.28,0.85,-0.4
07-12-2004,14.75,15,13.65,13.9,14.176973456,359585,975,5097827,225823,62.8,1.35,-0.85
06-12-2004,15.15,15.5,14.25,14.45,14.623513415,255199,769,3731906,219135,85.87,1.25,-0.7
03-12-2004,14.9,15.7,14.6,15.2,15.234263840,169800,711,2586778,118326,69.69,1.1,0.3
02-12-2004,15.45,15.5,14.6,14.75,15.066182769,194945,840,2937077,168335,86.35,0.9,-0.7
01-12-2004,16,16,14.5,15.3,15.122364134,183526,807,2775347,137341,74.83,1.5,-0.7
30-11-2004,16.74,16.75,15.3,15.51,15.873347733,518530,1798,8230807,422749,81.53,1.45,-1.23
29-11-2004,16.8,17.3,16.1,16.43,16.639759033,1529504,4668,25450578,963810,63.01,1.2,-0.37
25-11-2004,15.25,16.75,14.89,15.92,15.853658179,1637823,4735,25965486,906122,55.32,1.86,0.67
24-11-2004,15.9,16.5,14.55,14.89,15.234099785,2165867,4590,32995034,1102178,50.89,1.95,-1.01
23-11-2004,14.05,15.92,14.05,15.08,15.514771460,2559598,5006,39711578,1366813,53.4,1.87,1.03
22-11-2004,13.74,13.74,13.1,13.27,13.393674856,95650,359,1281105,76650,80.14,0.64,-0.47
19-11-2004,14.01,14.14,13.2,13.24,13.621632863,91361,389,1244486,83265,91.14,0.94,-0.77
18-11-2004,14.5,14.5,13.95,14.05,14.140591291,173823,482,2457960,146272,84.15,0.55,-0.45
17-11-2004,14.49,14.7,13.83,14.11,14.270868732,220701,698,3149595,172288,78.06,0.87,-0.38
16-11-2004,14.11,14.5,13.9,14.02,14.139272503,64880,331,917356,56280,86.74,0.6,-0.09
12-11-2004,14.58,14.95,14.3,14.43,14.505203343,30269,177,439058,24098,79.61,0.65,-0.15
11-11-2004,14.13,14.74,14.1,14.16,14.375777534,112053,534,1610849,91975,82.08,0.64,0.03
10-11-2004,14.35,14.81,13.9,14.03,14.240136193,98390,420,1401087,72890,74.08,0.91,-0.32
09-11-2004,14.74,14.75,13.9,13.99,14.233170854,87601,403,1246840,70676,80.68,0.85,-0.75
08-11-2004,14.5,14.6,14,14.13,14.264553966,67181,308,958307,53882,80.2,0.6,-0.37
05-11-2004,14.1,14.59,13.9,14.19,14.262472166,75448,432,1076075,62751,83.17,0.69,0.09
04-11-2004,14.6,14.79,13.75,14.3,14.483180755,74825,377,1083704,64400,86.07,1.04,-0.3
03-11-2004,14.94,14.98,14,14.5,14.528445919,144098,743,2093520,118935,82.54,0.98,-0.44
02-11-2004,15.6,15.6,14.51,14.65,15.018002687,276181,1217,4147687,187858,68.02,1.09,-0.95
01-11-2004,13.74,15.68,13.4,15.35,14.788929371,431737,1822,6384928,293486,67.98,2.28,1.61
29-10-2004,13.76,14.35,13.4,13.53,13.771002899,143504,730,1976194,89848,62.61,0.95,-0.23
28-10-2004,13.52,14.45,13.41,13.89,13.964013524,261765,1294,3655290,186443,71.23,1.04,0.37
27-10-2004,13,13.85,13,13.52,13.372794024,368941,1401,4933772,203841,55.25,0.85,0.52
26-10-2004,13.5,13.79,12.9,12.99,13.220217727,293119,900,3875097,167781,57.24,0.89,-0.51
25-10-2004,14.44,14.44,13.1,13.46,13.540007439,752760,2363,10192376,345680,45.92,1.34,-0.98
21-10-2004,12.99,14.68,12.56,14.24,13.653584068,1113846,3390,15207990,594318,53.36,2.12,1.25
20-10-2004,13.29,13.45,12.51,12.62,12.977561324,176481,674,2290293,107250,60.77,0.94,-0.67
19-10-2004,13,13.6,12.81,13.04,13.234664982,338653,1108,4481959,244726,72.26,0.79,0.04
18-10-2004,13.1,13.75,12.5,12.96,13.098518694,282251,1207,3697070,161391,57.18,1.25,-0.14
15-10-2004,13.9,13.95,12.8,12.99,13.420859781,335411,1162,4501504,231693,69.08,1.15,-0.91
14-10-2004,14.45,14.45,13.1,13.4,13.568491156,360521,1266,4891726,280400,77.78,1.35,-1.05
12-10-2004,16,16.3,13.78,13.91,14.493688146,503101,2361,7291789,352840,70.13,2.52,-2.09
11-10-2004,16.01,17.55,15.5,16.03,16.870354876,1254972,4522,21171823,745654,59.42,2.05,0.02
09-10-2004,12.45,14.71,12.45,14.71,14.130180382,462297,1602,6532340,350465,75.81,2.26,2.26
08-10-2004,11.75,12.75,11.2,12.26,11.786645987,347521,1148,4096107,198356,57.08,1.55,0.51
07-10-2004,11.3,11.64,11.17,11.24,11.368306156,113145,355,1286267,92445,81.7,0.47,-0.06
06-10-2004,11.2,11.95,11.06,11.19,11.362201748,134911,457,1532886,78811,58.42,0.89,-0.01
05-10-2004,11.39,11.5,10.67,11.04,10.968183990,83700,323,918037,69100,82.56,0.83,-0.35
04-10-2004,11.95,12.75,10.75,10.98,11.498338971,164657,684,1893282,142248,86.39,2,-0.97
01-10-2004,13.4,13.4,11.5,11.91,12.079780745,553329,1602,6684093,361872,65.4,1.9,-1.49
30-09-2004,11.7,13.64,11.7,12.88,12.931660291,902667,2724,11672983,618256,68.49,1.94,1.18
29-09-2004,10.44,11.9,10,11.44,11.094498705,404323,1342,4485761,246715,61.02,1.9,1
28-09-2004,9.1,10.16,8.51,10,9.481539150,511867,1098,4853287,310443,60.65,1.65,0.9
27-09-2004,7.4,8.52,7.4,8.47,8.331639974,128935,351,1074240,111695,86.63,1.12,1.07
24-09-2004,7.47,7.47,7.03,7.1,7.143586207,21750,120,155373,19600,90.11,0.44,-0.37
23-09-2004,7.35,7.6,7.13,7.2,7.299676201,18530,85,135263,16350,88.24,0.47,-0.15
22-09-2004,7.5,7.68,7.17,7.49,7.334054054,16650,57,122112,16350,98.2,0.51,-0.01
21-09-2004,7.4,7.6,7.4,7.54,7.525910448,16750,92,126059,6250,37.31,0.2,0.14
20-09-2004,7.49,7.5,7.23,7.39,7.371337580,15700,121,115730,4250,27.07,0.27,-0.1
17-09-2004,8.38,8.38,7,7.01,7.492211341,43910,143,328983,39225,89.33,1.38,-1.37
16-09-2004,7.5,7.95,7.1,7.19,7.362034954,28895,122,212726,26875,93.01,0.85,-0.31
15-09-2004,8.5,8.5,7.71,7.85,7.880158506,17665,124,139203,6455,36.54,0.79,-0.65
14-09-2004,8,8.25,7.51,7.83,7.851014818,16062,108,126103,4300,26.77,0.74,-0.17
13-09-2004,8,8.35,7.97,8.03,8.031633125,17292,73,138883,4090,23.65,0.38,0.03
10-09-2004,8.01,8.45,7.95,8.03,8.008513425,15270,51,122290,6450,42.24,0.5,0.02
09-09-2004,8.01,8.5,7.95,7.97,8.193094694,19695,50,161363,14200,72.1,0.55,-0.04
08-09-2004,8.45,8.45,8.01,8.16,8.159016393,18910,155,154287,9400,49.71,0.44,-0.29
07-09-2004,8.05,8.49,8,8.2,8.237190414,19946,138,164299,12271,61.52,0.49,0.15
06-09-2004,8.05,8.3,8.05,8.07,8.166055162,15808,130,129089,5854,37.03,0.25,0.02
03-09-2004,8,8.05,7.82,7.95,7.9492,15000,123,119238,400,2.67,0.23,-0.05
02-09-2004,8,8.32,7.8,7.85,7.913882259,5028,25,39791,5023,99.9,0.52,-0.15
01-09-2004,8.26,8.55,7.5,7.64,8.101830758,36433,96,295174,25054,68.77,1.05,-0.62
31-08-2004,8.75,8.8,8.32,8.41,8.539310345,15950,60,136202,12750,79.94,0.48,-0.34
30-08-2004,8.35,9.6,8.25,8.89,8.710648340,24154,121,210397,23154,95.86,1.35,0.54
27-08-2004,7.6,8.2,7.6,8.05,8.002113821,12300,57,98426,10900,88.62,0.6,0.45
26-08-2004,8.21,8.4,8.2,8.22,8.251048387,12400,43,102313,8400,67.74,0.2,0.01
25-08-2004,8.2,8.2,8.1,8.2,8.182576943,17253,39,141174,17253,100,0.1,0
24-08-2004,8.3,8.45,8.02,8.44,8.272559000,12966,35,107262,11900,91.78,0.43,0.14
23-08-2004,8.8,8.8,8.12,8.21,8.415986842,15200,95,127923,2000,13.16,0.68,-0.59
20-08-2004,8.75,8.95,8.3,8.5,8.543612903,15500,81,132426,7300,47.1,0.65,-0.25
19-08-2004,9.4,9.4,8.6,8.71,8.790744681,18800,130,165266,6800,36.17,0.8,-0.69
18-08-2004,8.3,9,8.3,8.72,8.691337793,29900,159,259871,12000,40.13,0.7,0.42
17-08-2004,8.95,8.95,8.21,8.4,8.502480779,26403,187,224491,6199,23.48,0.74,-0.55
16-08-2004,9.25,9.25,8.1,8.26,8.474798762,32300,225,273736,11300,34.98,1.15,-0.99
13-08-2004,9.4,9.45,8.52,8.82,8.956850518,27903,147,249923,12080,43.29,0.93,-0.58
12-08-2004,10,10,9.1,9.22,9.391723027,31050,131,291613,11950,38.49,0.9,-0.78
11-08-2004,9.94,10.2,9.1,9.76,9.744333033,46674,188,454807,40002,85.71,1.1,-0.18
10-08-2004,8.05,9.5,8.05,9.46,8.881410891,40400,222,358809,20700,51.24,1.45,1.41
09-08-2004,7.85,8.55,7.85,8.4,8.334652644,26529,99,221110,5229,19.71,0.7,0.55
06-08-2004,8.75,8.89,8,8.05,8.267638822,29282,193,242093,8100,27.66,0.89,-0.7
05-08-2004,8.32,9,8,8.35,8.427371695,32150,199,270940,7380,22.95,1,0.03
04-08-2004,9.22,9.22,8.02,8.19,8.634254353,26420,82,228117,3320,12.57,1.2,-1.03
03-08-2004,8.25,9.4,7.6,8.59,8.257914016,25935,155,214169,7025,27.09,1.8,0.34
02-08-2004,7.95,8.19,7.85,8.15,8.031169355,24800,129,199173,3200,12.9,0.34,0.2
30-07-2004,8.25,8.25,7.91,8.05,8.091991833,26448,115,214017,4349,16.44,0.34,-0.2
29-07-2004,8.2,8.22,7.86,8.05,8.085697211,25100,121,202951,2600,10.36,0.36,-0.15
28-07-2004,8.45,8.45,7.8,8.2,8.070882353,23800,105,192087,800,3.36,0.65,-0.25
27-07-2004,7.5,8.15,7.5,8.11,7.920817916,25675,175,203367,4125,16.07,0.65,0.61
26-07-2004,8.4,8.4,7.95,8.09,8.173438596,28500,171,232943,6500,22.81,0.45,-0.31
23-07-2004,8.3,8.3,7.76,8.01,8.052721382,46300,113,372841,3100,6.7,0.54,-0.29
22-07-2004,7.62,8.3,7.62,8.02,7.931198257,45900,268,364042,5200,11.33,0.68,0.4
21-07-2004,7.81,8.25,7.81,7.98,7.999567156,46206,297,369628,4306,9.32,0.44,0.17
20-07-2004,8,8.32,7.75,7.83,8.036848336,47302,288,380159,15651,33.09,0.57,-0.17
19-07-2004,8.48,8.48,7.5,8.2,8.079515789,47500,302,383777,6250,13.16,0.98,-0.28
16-07-2004,7.54,7.75,7.35,7.59,7.522569373,48650,257,365973,5250,10.79,0.4,0.05
15-07-2004,7,7.8,7,7.54,7.403400966,51750,302,383126,18750,36.23,0.8,0.54
14-07-2004,7.25,7.5,7,7.15,7.276274945,45100,318,328160,14000,31.04,0.5,-0.1
13-07-2004,6.9,7.3,6.9,7.17,7.127716186,45100,311,321460,6900,15.3,0.4,0.27
12-07-2004,7.57,7.57,7,7.05,7.225298013,45300,230,327306,9300,20.53,0.57,-0.52
09-07-2004,7.95,7.95,6.8,7.59,7.644400582,48130,205,367925,10980,22.81,1.15,-0.36
08-07-2004,7.75,7.75,7.32,7.65,7.620813513,51505,307,392510,5500,10.68,0.43,-0.1
07-07-2004,7.32,7.8,7.32,7.67,7.653442623,42700,198,326802,15600,36.53,0.48,0.35
06-07-2004,7.21,7.8,7.21,7.72,7.61203125,25600,120,194868,8500,33.2,0.59,0.51
05-07-2004,7.4,7.9,7.1,7.7,7.414646465,29700,140,220215,12300,41.41,0.8,0.3
02-07-2004,7.5,7.74,7.45,7.61,7.551309524,25200,109,190293,1000,3.97,0.29,0.11
01-07-2004,7.25,7.93,7.25,7.54,7.677262357,26300,158,201912,3300,12.55,0.68,0.29
30-06-2004,7.53,7.9,7.51,7.89,7.628089552,33500,151,255541,24030,71.73,0.39,0.36
29-06-2004,7.7,7.7,7.35,7.61,7.554981273,26700,170,201718,4350,16.29,0.35,-0.09
28-06-2004,7.05,7.74,7.05,7.59,7.4065,26000,142,192569,2900,11.15,0.69,0.54
25-06-2004,6.9,7.24,6.8,7.2,7.060620438,27400,153,193461,2300,8.39,0.44,0.3
24-06-2004,7.05,7.11,6.92,7,7.036006944,28800,70,202637,27600,95.83,0.19,-0.05
23-06-2004,7.21,7.25,6.75,6.82,6.976970966,36302,179,253278,28751,79.2,0.5,-0.39
22-06-2004,7.7,7.7,7.2,7.5,7.501781737,67350,171,505245,53100,78.84,0.5,-0.2
21-06-2004,7.1,8,7,7.65,7.626773504,46800,189,356933,32150,68.7,1,0.55
18-06-2004,7.3,7.3,7.15,7.23,7.231037754,26355,130,190574,2055,7.8,0.15,-0.07
17-06-2004,7,7.2,6.95,7.11,7.039955481,26955,129,189762,10705,39.71,0.25,0.11
16-06-2004,7.1,7.22,6.94,7.02,7.035025381,39400,128,277180,20900,53.05,0.28,-0.08
15-06-2004,6.75,7.3,6.75,7.02,7.157004558,26547,254,189997,12290,46.3,0.55,0.27
14-06-2004,7.9,7.9,7.5,7.61,7.695057034,26300,151,202380,3050,11.6,0.4,-0.29
11-06-2004,7.8,8,7.8,7.87,7.897517031,26863,171,212151,,,0.2,0.07
10-06-2004,8.85,8.85,7.75,7.78,8.190139135,53545,210,438541,,,1.1,-1.07
09-06-2004,8.36,8.99,8.36,8.66,8.759236641,52400,266,458984,,,0.63,0.3
08-06-2004,9.87,9.88,8.6,8.87,9.117811247,53382,389,486727,,,1.28,-1
07-06-2004,8.3,9.64,8.3,9.52,9.358974359,76128,239,712480,,,1.34,1.22
04-06-2004,6.98,8.04,6.6,8.04,7.623126844,101700,200,775272,,,1.44,1.06
03-06-2004,8.05,8.2,6.65,6.7,7.098675799,21900,114,155461,,,1.55,-1.35
02-06-2004,8.35,8.6,8,8.31,8.286817577,7510,86,62234,,,0.6,-0.04
01-06-2004,8.63,8.63,8.21,8.36,8.286835443,7900,44,65466,,,0.42,-0.27
31-05-2004,8.1,8.7,8,8.39,8.136816609,14450,33,117577,,,0.7,0.29
28-05-2004,8.5,8.69,8,8.14,8.368231047,23268,109,194712,,,0.69,-0.36
27-05-2004,8.85,8.85,8.36,8.49,8.677223720,8904,36,77262,,,0.49,-0.36
26-05-2004,8.75,8.99,8.6,8.68,8.706886447,13650,71,118849,,,0.39,-0.07
25-05-2004,9.2,9.2,8.52,8.7,8.907893626,11845,76,105514,,,0.68,-0.5
24-05-2004,9.45,9.45,8.61,8.88,8.970877309,30320,150,271997,,,0.84,-0.57
21-05-2004,9,9,8.64,8.72,8.716051780,61800,135,538652,,,0.36,-0.28
20-05-2004,9.02,10.01,9.02,9.59,9.663719380,6899,61,66670,,,0.99,0.57
19-05-2004,9.35,9.5,8.81,9.29,9.109938747,25305,143,230527,,,0.69,-0.06
18-05-2004,8.62,9.4,8.62,8.73,8.638750980,99502,121,859573,,,0.78,0.11
